 12200.00   122.00  1  1  1
 12200.00   122.00  2  1  1
 12200.00   122.00  3  1  1
 12200.00   122.00  4  1  1
 12200.00   122.00  5  1  1
 12200.00   122.00  6  1  1
 12200.00   122.00  7  1  1
 12200.00   122.00  8  1  1
 12200.00   122.00  9  1  1
  3922.50    30.00 10  1  1
  3775.50    26.00 11  1  1
  4157.00    31.00 12  1  1
  4985.00    43.00 13  1  1
  5532.50    44.00 14  1  1
  6046.00    43.00 15  1  1
  6690.00    49.00 16  1  1
  8089.50    57.00 17  1  1
  9723.00    77.00 18  1  1
 11930.50   116.00 19  1  1
 12200.00   122.00 20  1  1
 12200.00   122.00 21  1  1
 12191.00   122.00 22  1  1
 12138.50   121.00 23  1  1
 11620.00   110.00 24  1  1
  9978.00    92.00 25  1  1
  9683.00    89.00 26  1  1
  9537.50    89.00 27  1  1
  9747.00    94.00 28  1  1
 10214.50    99.00 29  1  1
 10295.00    99.00 30  1  1
  8684.00    74.00 31  1  1
  3488.50    16.00 32  1  1
   697.00     0.00 33  1  1
  2254.50     0.00 34  1  1
  1188.50     0.00 35  1  1
 12200.00   122.00 36  1  1
  4471.00     0.00 37  1  1
 10846.00    91.00 38  1  1
 12144.50   120.00 39  1  1
 12200.00   122.00 40  1  1
 12200.00   122.00 41  1  1
 12200.00   122.00 42  1  1
 11870.50   114.00 43  1  1
  9401.00    75.00 44  1  1
  3631.50    12.00 45  1  1
  2122.50     8.00 46  1  1
   803.50     0.00 47  1  1
   336.00     0.00 48  1  1
   486.50     0.00 49  1  1
   265.00     0.00 50  1  1
 12200.00   122.00 51  1  1
 12200.00   122.00 52  1  1
 12200.00   122.00 53  1  1
 12200.00   122.00 54  1  1
 12200.00   122.00 55  1  1
 12200.00   122.00 56  1  1
 12200.00   122.00 57  1  1
 12200.00   122.00 58  1  1
 12200.00   122.00 59  1  1
 12200.00   122.00 60  1  1
 12200.00   122.00 61  1  1
 12200.00   122.00 62  1  1
 12200.00   122.00 63  1  1
 12200.00   122.00 64  1  1
 12200.00   122.00 65  1  1
 12200.00   122.00 66  1  1
 12200.00   122.00 67  1  1
