 18400.00   184.00  1  1  1
 18400.00   184.00  2  1  1
 18400.00   184.00  3  1  1
 18400.00   184.00  4  1  1
 18400.00   184.00  5  1  1
 18400.00   184.00  6  1  1
 18400.00   184.00  7  1  1
 18400.00   184.00  8  1  1
 18400.00   184.00  9  1  1
  7545.00    50.00 10  1  1
  9975.50    88.00 11  1  1
 10357.00    93.00 12  1  1
 11185.00   105.00 13  1  1
 11732.50   106.00 14  1  1
 12246.00   105.00 15  1  1
 12890.00   111.00 16  1  1
 14289.50   119.00 17  1  1
 15923.00   139.00 18  1  1
 18130.50   178.00 19  1  1
 18400.00   184.00 20  1  1
 18400.00   184.00 21  1  1
 18391.00   184.00 22  1  1
 18338.50   183.00 23  1  1
 17820.00   172.00 24  1  1
 16178.00   154.00 25  1  1
 15883.00   151.00 26  1  1
 15737.50   151.00 27  1  1
 15947.00   156.00 28  1  1
 16414.50   161.00 29  1  1
 16495.00   161.00 30  1  1
 14884.00   136.00 31  1  1
  9564.00    75.00 32  1  1
  6830.50    60.00 33  1  1
  7680.00    48.00 34  1  1
  6705.50    42.00 35  1  1
 18400.00   184.00 36  1  1
  7434.00     0.00 37  1  1
 17018.50   152.00 38  1  1
 18344.50   182.00 39  1  1
 18400.00   184.00 40  1  1
 18400.00   184.00 41  1  1
 18400.00   184.00 42  1  1
 18070.50   176.00 43  1  1
 14653.00   112.00 44  1  1
  8449.00    43.00 45  1  1
  7037.50    46.00 46  1  1
  5243.50    30.00 47  1  1
  3085.50     5.00 48  1  1
  2369.50     0.00 49  1  1
   950.00     0.00 50  1  1
 18400.00   184.00 51  1  1
 18400.00   184.00 52  1  1
 18400.00   184.00 53  1  1
 18400.00   184.00 54  1  1
 18400.00   184.00 55  1  1
 18400.00   184.00 56  1  1
 18400.00   184.00 57  1  1
 18400.00   184.00 58  1  1
 18400.00   184.00 59  1  1
 18400.00   184.00 60  1  1
 18400.00   184.00 61  1  1
 18400.00   184.00 62  1  1
 18400.00   184.00 63  1  1
 18400.00   184.00 64  1  1
 18400.00   184.00 65  1  1
 18400.00   184.00 66  1  1
 18400.00   184.00 67  1  1
 18400.00   184.00 68  1  1
 18400.00   184.00 69  1  1
 18400.00   184.00 70  1  1
 18400.00   184.00 71  1  1
 18400.00   184.00 72  1  1
 11208.50    56.00 73  1  1
 13015.50   115.00 74  1  1
 11951.50   115.00 75  1  1
 11267.50   108.00 76  1  1
 10822.00   105.00 77  1  1
  9698.00    81.00 78  1  1
  6846.00    48.00 79  1  1
  6303.50    41.00 80  1  1
  5843.50    45.00 81  1  1
  5911.50    48.00 82  1  1
  6546.00    55.00 83  1  1
  6858.50    51.00 84  1  1
  6553.00    49.00 85  1  1
  6134.50    50.00 86  1  1
  5973.50    49.00 87  1  1
  6591.50    43.00 88  1  1
  7410.50    48.00 89  1  1
 16949.50   158.00 90  1  1
 18400.00   184.00  1  2  1
 18400.00   184.00  2  2  1
 18400.00   184.00  3  2  1
 18400.00   184.00  4  2  1
 18400.00   184.00  5  2  1
 18400.00   184.00  6  2  1
 18400.00   184.00  7  2  1
 18400.00   184.00  8  2  1
 18400.00   184.00  9  2  1
 10270.00    70.00 10  2  1
 11373.00   107.00 11  2  1
 11372.00   105.00 12  2  1
 12071.00   108.00 13  2  1
 18400.00   184.00 14  2  1
 18400.00   184.00 15  2  1
 18400.00   184.00 16  2  1
 13003.50    87.00 17  2  1
 15649.50   137.00 18  2  1
 18153.00   177.00 19  2  1
 18371.50   183.00 20  2  1
 18324.00   183.00 21  2  1
 18391.00   184.00 22  2  1
 18251.00   180.00 23  2  1
 17206.50   162.00 24  2  1
 15978.50   148.00 25  2  1
 15475.00   149.00 26  2  1
 15045.00   146.00 27  2  1
 15140.50   145.00 28  2  1
 14587.00   142.00 29  2  1
 13788.50   121.00 30  2  1
 10996.50    86.00 31  2  1
  5870.50    49.00 32  2  1
  6089.50    47.00 33  2  1
 18400.00   184.00 34  2  1
  9993.00    75.00 35  2  1
 18400.00   184.00 36  2  1
  6920.00     1.00 37  2  1
  4555.00     1.00 38  2  1
 17192.50   160.00 39  2  1
 18389.50   184.00 40  2  1
 18128.50   179.00 41  2  1
 17828.50   172.00 42  2  1
 16943.50   149.00 43  2  1
  9541.00    46.00 44  2  1
  5388.00    23.00 45  2  1
  4904.50    29.00 46  2  1
  3287.00    10.00 47  2  1
  1304.50     0.00 48  2  1
   320.50     0.00 49  2  1
   389.50     0.00 50  2  1
 18400.00   184.00 51  2  1
 18400.00   184.00 52  2  1
 18400.00   184.00 53  2  1
 18400.00   184.00 54  2  1
 18400.00   184.00 55  2  1
 18400.00   184.00 56  2  1
 18400.00   184.00 57  2  1
 18400.00   184.00 58  2  1
 18400.00   184.00 59  2  1
 18400.00   184.00 60  2  1
 18400.00   184.00 61  2  1
 18400.00   184.00 62  2  1
 18400.00   184.00 63  2  1
 18400.00   184.00 64  2  1
 18400.00   184.00 65  2  1
 18400.00   184.00 66  2  1
 18400.00   184.00 67  2  1
 18400.00   184.00 68  2  1
 18400.00   184.00 69  2  1
 18400.00   184.00 70  2  1
 18400.00   184.00 71  2  1
 12409.50    97.00 72  2  1
 11844.00   110.00 73  2  1
 10626.50   102.00 74  2  1
  9173.50    83.00 75  2  1
  8348.50    76.00 76  2  1
  7779.00    68.00 77  2  1
  5948.00    38.00 78  2  1
  5602.50    32.00 79  2  1
  5047.00    11.00 80  2  1
  6039.00    41.00 81  2  1
  9874.00    85.00 82  2  1
  5709.00    38.00 83  2  1
